City,Market,Role,Year,Shift Date,ActiveCount,NFires,NHires,is_holiday,available Hours,fb_training Hours,non-fb-training Hours,coaching Hours,onboarding Hours,team_meeting Hours,wellness_support Hours,meal Hours,break Hours,annual_leave_value,toil_leave_value,Excess FTE,Required FTE,Prod Max Billable Hrs,Productive Hours,Billable Hours,Nonbillable Hours,Total Expected Hours,Total Logged Hours,Total Annual Leave Hours,Total TOI Leave Hours,Assumed Leave Hours,WIO Shrinkage,Utilization %
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-09-09,16,0,0,0,500.59305555555557,12.302222222222222,4.9527777777777775,10.8025,0.0,13.344166666666666,12.347222222222221,65.37694444444445,32.87416666666667,0.0,0.0,6.0,10.0,2050.0,500.59305555555557,549.3891666666666,103.2038888888889,664.0,652.5930555555555,0.0,0.0,11.406944444444548,548.4779855114341,0.9111811552325033
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-09-16,16,0,0,0,432.0177777777778,12.141111111111112,6.041666666666666,7.896388888888889,0.0,11.627777777777778,9.868611111111113,57.57722222222222,28.77111111111111,0.0,0.0,6.0,10.0,2050.0,432.0177777777778,473.55166666666673,92.39,664.0,565.9416666666667,0.0,0.0,98.05833333333328,472.6393738627606,0.9122928039061793
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-09-23,16,0,0,0,396.4533333333334,15.590277777777779,1.4269444444444446,6.807222222222222,0.0,10.04861111111111,7.534166666666667,51.51777777777777,26.677777777777777,0.0,0.0,6.0,10.0,2050.0,396.4533333333334,436.43361111111113,79.6225,664.0,516.0561111111111,0.0,0.0,147.94388888888886,435.52521789106555,0.9083932200455587
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-09-30,16,0,0,0,379.83944444444444,16.44611111111111,2.8519444444444444,4.57,0.0,16.055,6.771388888888889,53.150277777777774,24.889166666666668,0.0,0.0,6.0,10.0,2050.0,379.83944444444444,423.68194444444447,80.89138888888888,664.0,504.5733333333334,0.0,0.0,159.42666666666662,422.78542419045414,0.8965202539903163
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-10-07,16,0,0,0,404.52805555555557,26.12611111111111,0.9997222222222222,8.720833333333333,0.0,11.164444444444445,8.988333333333333,55.774722222222216,26.70722222222222,0.0,0.0,6.0,10.0,1640.0,404.52805555555557,459.5277777777778,83.48166666666665,664.0,543.0094444444445,0.0,0.0,120.99055555555549,458.6474652588877,0.8803125188901649
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-10-14,16,0,0,0,448.53555555555556,18.594166666666666,0.0,7.498611111111112,0.0,12.865555555555556,9.59361111111111,59.823055555555555,29.680833333333332,0.0,0.0,6.0,10.0,1640.0,448.53555555555556,497.0875,89.5038888888889,664.0,586.5913888888889,0.0,0.0,77.4086111111111,496.1851728331419,0.9023271668580594
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-10-21,16,0,0,0,418.8036111111111,6.750833333333334,0.0,9.571388888888889,0.0,12.359722222222222,11.876388888888888,52.94638888888889,29.056111111111115,0.0,0.0,6.0,10.0,1640.0,418.8036111111111,459.36194444444436,82.0025,664.0,541.3644444444444,0.0,0.0,122.63555555555558,458.45023720318034,0.9117072412639997
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-10-28,16,0,0,1,403.5038888888889,16.425555555555555,0.0,8.717500000000001,0.0,15.254722222222224,9.981111111111112,54.63972222222222,26.136666666666667,0.0,0.0,6.0,10.0,1640.0,403.5038888888889,453.88277777777773,80.77638888888889,664.0,534.6591666666666,0.0,0.0,129.34083333333342,452.99377315225644,0.889004625521274
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-11-04,16,0,0,0,395.2297222222222,11.320833333333335,0.0,8.21111111111111,0.0,10.238055555555556,11.805,53.11194444444445,26.05527777777778,0.0,0.0,6.0,10.0,1640.0,395.2297222222222,436.8047222222222,79.16722222222222,664.0,515.9719444444445,0.0,0.0,148.0280555555555,435.8999020540438,0.9048201681783813
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-11-11,16,0,0,0,440.89694444444444,13.317222222222222,0.0,9.469166666666666,0.0,11.072222222222223,10.735833333333334,59.09472222222222,29.488888888888887,0.0,0.0,6.0,10.0,1640.0,440.89694444444444,485.4913888888888,88.58361111111111,664.0,574.0749999999999,0.0,0.0,89.92500000000007,484.5832431327849,0.9081457561039246
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-11-18,16,0,0,0,440.01222222222225,11.768055555555556,0.0,10.155,0.0,18.331666666666667,8.956666666666667,59.344166666666666,27.894444444444446,0.0,0.0,6.0,10.0,1640.0,440.01222222222225,489.2236111111111,87.23861111111111,664.0,576.4622222222222,0.0,0.0,87.53777777777782,488.32420189980405,0.8994092113070313
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-11-25,16,0,0,0,331.21250000000003,28.10222222222222,0.0,8.764166666666666,0.0,7.603611111111111,8.923333333333332,45.57611111111111,22.310000000000002,0.0,0.0,6.0,10.0,1640.0,331.21250000000003,384.60583333333335,67.88611111111112,664.0,452.49194444444447,0.0,0.0,211.50805555555553,383.7446594475152,0.8611738858181646
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-12-02,16,0,0,0,328.585,9.018055555555556,0.0,6.313611111111111,0.0,10.678055555555556,5.493611111111111,40.908055555555556,21.285555555555554,0.0,0.0,6.0,10.0,2050.0,328.585,360.08833333333337,62.19361111111111,664.0,422.2819444444445,0.0,0.0,241.7180555555555,359.1758211256806,0.9125122076527518
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-12-09,16,0,0,0,363.8488888888889,23.60361111111111,0.0,13.714444444444444,0.0,9.987499999999999,8.617222222222223,49.52972222222222,24.126666666666665,0.0,0.0,6.0,10.0,2050.0,363.8488888888889,419.77166666666665,73.65638888888888,664.0,493.42805555555555,0.0,0.0,170.57194444444445,418.9048885637562,0.8667781029104448
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-12-16,16,0,0,0,415.97222222222223,15.780833333333334,0.0,8.52388888888889,0.0,11.002500000000001,7.6130555555555555,55.341944444444444,27.835833333333333,0.0,0.0,6.0,10.0,2050.0,415.97222222222223,458.89250000000004,83.17777777777778,664.0,542.0702777777778,0.0,0.0,121.92972222222215,457.9860301356588,0.9064698643412612
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-12-23,15,1,0,0,419.2988888888889,7.25,0.0,8.777777777777779,0.0,29.097499999999997,12.020833333333332,56.26083333333333,28.398611111111112,0.0,0.0,5.0,10.0,2050.0,419.2988888888889,476.445,84.65944444444445,622.5000000000001,561.1044444444444,0.0,0.0,61.39555555555569,475.56494272394735,0.8800572760526165
SG,CHINESE_CANTONESE,Content Reviewer,2022,2022-12-30,14,1,0,2,332.1713888888889,6.044166666666667,0.0,7.6033333333333335,0.0,10.705833333333334,6.9655555555555555,40.85388888888889,21.390833333333333,0.0,0.0,4.0,10.0,2050.0,332.1713888888889,363.4902777777778,62.24472222222222,581.0000000000001,425.735,0.0,0.0,155.2650000000001,362.57643933643175,0.9138384413460545
SG,CHINESE_CANTONESE,Content Reviewer,2022,2023-01-06,14,0,0,0,15.352777777777778,0.0,0.0,0.0138888888888888,0.0,0.0,0.7230555555555556,1.9461111111111111,0.9933333333333332,0.0,0.0,4.0,10.0,2050.0,15.352777777777778,16.08972222222222,2.9394444444444443,581.0000000000001,19.029166666666665,0.0,0.0,561.9708333333334,15.135524407882494,0.954197814339727
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-01-06,16,2,4,2,378.6711111111111,9.05638888888889,0.0,7.301388888888889,0.0,13.714166666666667,11.533333333333331,51.157222222222224,26.02638888888889,0.0,0.0,6.0,10.0,1640.0,378.6711111111111,420.2763888888888,77.1836111111111,664.0,497.4599999999999,0.0,0.0,166.54000000000008,419.3753839285287,0.9010049603600807
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-01-13,16,0,0,0,409.78305555555556,14.385833333333334,0.0,12.094722222222222,0.0,15.234722222222224,10.448611111111113,56.09472222222222,27.051944444444445,0.0,0.0,6.0,10.0,1640.0,409.78305555555556,461.94694444444445,83.14666666666666,664.0,545.0936111111112,0.0,0.0,118.90638888888884,461.05986626266673,0.8870781817777293
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-01-20,16,0,0,0,434.2947222222222,7.531666666666667,0.0086111111111111,8.272499999999999,0.0,12.000833333333333,10.836111111111112,57.52666666666667,28.010277777777777,0.0,0.0,6.0,10.0,1640.0,434.2947222222222,472.93583333333333,85.54555555555555,664.0,558.4813888888889,0.0,0.0,105.51861111111111,472.0175380983091,0.9182952350242486
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-01-27,16,0,0,3,375.1738888888889,4.509722222222222,0.0,8.769722222222223,0.0,18.358611111111113,9.743055555555555,45.895833333333336,22.268055555555556,0.0,0.0,6.0,10.0,1640.0,375.1738888888889,416.55499999999995,68.16388888888889,664.0,484.71888888888884,0.0,0.0,179.28111111111116,415.6543412901324,0.9006587098675779
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-02-03,16,0,0,0,423.3961111111111,13.279444444444444,0.0,10.224444444444444,0.0,15.426388888888889,10.340555555555556,56.09222222222222,28.14777777777778,0.0,0.0,6.0,10.0,1640.0,423.3961111111111,472.6669444444444,84.24,664.0,556.9069444444444,0.0,0.0,107.09305555555557,471.77118451012376,0.895759934320678
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-02-10,16,0,0,0,385.81472222222226,14.700555555555555,0.0,14.376944444444444,0.0,10.86,9.258055555555556,50.900555555555556,24.930833333333336,0.0,0.0,6.0,10.0,1640.0,385.81472222222226,435.01027777777784,75.8313888888889,664.0,510.84166666666675,0.0,0.0,153.15833333333325,434.12336833694087,0.8869094408369661
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-02-17,15,1,0,0,382.47277777777776,6.779722222222222,0.0,9.085833333333333,0.0,8.929166666666667,9.243055555555555,50.06722222222222,24.94388888888889,0.0,0.0,5.0,10.0,1640.0,382.47277777777776,416.5105555555555,75.0111111111111,622.5000000000001,491.52166666666665,0.0,0.0,130.97833333333347,415.5922768404636,0.9182787150919212
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-02-24,15,0,0,0,381.2613888888889,13.536111111111111,0.0,10.616944444444444,0.0,18.001944444444444,8.311111111111112,48.93027777777778,23.378333333333334,0.0,0.0,5.0,10.0,1640.0,381.2613888888889,431.7275000000001,72.30861111111112,622.5000000000001,504.0361111111112,0.0,0.0,118.4638888888889,430.84439343651064,0.8831065634894438
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-03-03,15,0,0,0,436.4675,7.495555555555555,0.0,8.388055555555555,0.0,14.139166666666666,8.266666666666666,55.82805555555555,28.2375,0.0,0.0,5.0,10.0,2050.0,436.4675,474.7569444444444,84.06555555555555,622.5000000000001,558.8225,0.0,0.0,63.67750000000012,473.83759506976435,0.9193493746800263
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-03-10,15,0,0,0,421.6488888888889,6.376666666666667,0.0,10.637222222222222,0.0,12.319722222222222,9.764722222222222,55.9775,27.3075,0.0,0.0,5.0,10.0,2050.0,421.6488888888889,460.74722222222226,83.285,622.5000000000001,544.0322222222222,0.0,0.0,78.46777777777788,459.8320807551609,0.9151414670613556
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-03-17,15,0,0,0,433.3552777777778,6.795833333333333,0.0,11.438333333333334,0.0,12.084444444444445,8.931666666666667,56.89888888888889,28.274444444444445,0.0,0.0,5.0,10.0,2050.0,433.3552777777778,472.6055555555556,85.17333333333333,622.5000000000001,557.7788888888889,0.0,0.0,64.72111111111121,471.68860637312724,0.9169491824283816
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-03-24,15,0,0,0,408.27944444444444,13.574166666666667,0.0,9.901944444444442,0.0,19.37472222222222,9.694722222222222,53.94833333333334,26.75611111111111,0.0,0.0,5.0,10.0,2050.0,408.27944444444444,460.82499999999993,80.70444444444445,622.5000000000001,541.5294444444444,0.0,0.0,80.97055555555573,459.9390249672989,0.8859750327010134
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-03-31,15,0,0,0,391.7602777777778,16.918055555555558,0.0,10.988055555555555,0.0,10.781111111111112,7.49,51.91277777777778,25.355555555555554,0.0,0.0,5.0,10.0,2050.0,391.7602777777778,437.9375,77.26833333333333,622.5000000000001,515.2058333333333,0.0,0.0,107.2941666666668,437.0429424940139,0.8945575059860774
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-04-07,15,0,0,1,397.4552777777778,10.269722222222223,0.9705555555555554,9.34,0.0,12.244444444444445,7.528611111111111,49.91027777777778,25.705833333333334,0.0,0.0,5.0,10.0,1640.0,397.4552777777778,436.83805555555557,76.58666666666666,622.5000000000001,513.4247222222223,0.0,0.0,109.07527777777784,435.9282097380425,0.9098458175131008
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-04-14,15,0,0,0,375.2897222222222,5.595000000000001,2.009722222222222,7.6627777777777775,0.0,10.312222222222221,8.268333333333333,47.154444444444444,23.420555555555556,0.0,0.0,5.0,10.0,1640.0,375.2897222222222,407.12805555555553,72.58472222222223,622.5000000000001,479.7127777777778,0.0,0.0,142.78722222222234,406.2062578137858,0.9217977417697545
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-04-21,15,0,0,0,315.00333333333333,6.0075,0.8752777777777778,5.166944444444445,0.0,12.147777777777778,4.539166666666667,37.88166666666667,19.47861111111111,0.0,0.0,5.0,10.0,1640.0,315.00333333333333,342.8647222222222,58.23555555555556,622.5000000000001,401.10027777777776,0.0,0.0,221.39972222222235,341.9459828100958,0.9187394121264217
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-04-28,15,0,0,1,414.84027777777777,15.25,2.0,15.239722222222222,0.0,9.97,8.701666666666668,54.22805555555556,26.345555555555556,0.0,0.0,5.0,10.0,1640.0,414.84027777777777,464.00166666666667,82.57361111111112,622.5000000000001,546.5752777777777,0.0,0.0,75.92472222222239,463.10761755525306,0.8940491114136324
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-05-05,15,0,0,1,379.5325,14.514444444444445,0.9883333333333332,9.404444444444444,0.0,9.62111111111111,9.305555555555555,50.99611111111111,25.024166666666666,0.0,0.0,5.0,10.0,1640.0,379.5325,422.3780555555556,77.00861111111111,622.5000000000001,499.3866666666667,0.0,0.0,123.1133333333334,421.47949443239116,0.8985611231644111
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-05-12,15,0,0,0,410.06027777777774,7.528611111111111,9.95111111111111,11.744444444444444,0.0,10.48638888888889,10.511944444444445,55.092777777777776,27.278333333333336,0.0,0.0,5.0,10.0,1640.0,410.06027777777774,450.33166666666665,92.32222222222222,622.5000000000001,542.6538888888889,0.0,0.0,79.84611111111121,449.42109273165335,0.9105739350133296
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-05-19,15,0,0,0,408.09777777777776,12.273055555555555,2.0044444444444443,9.773333333333333,0.0,10.61361111111111,8.518611111111111,53.93888888888888,26.519444444444446,0.0,0.0,5.0,10.0,1640.0,408.09777777777776,449.27638888888885,82.46277777777777,622.5000000000001,531.7391666666666,0.0,0.0,90.7608333333335,448.3680442977407,0.9083445911481117
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-05-26,15,0,0,0,412.39944444444444,14.003055555555555,1.4961111111111112,13.104444444444445,0.0,17.43611111111111,7.275555555555556,54.302499999999995,27.76972222222222,0.0,0.0,5.0,10.0,1640.0,412.39944444444444,464.2186111111111,83.56833333333333,622.5000000000001,547.7869444444444,0.0,0.0,74.71305555555568,463.33023775732124,0.8883733537898512
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-06-02,14,1,0,1,375.68805555555554,17.252222222222223,0.0,11.225833333333334,0.0,9.144722222222223,10.54888888888889,51.04361111111111,25.352777777777778,0.0,0.0,4.0,10.0,2050.0,375.68805555555554,423.8597222222222,76.3963888888889,581.0000000000001,500.2561111111111,0.0,0.0,80.74388888888899,422.9733722440127,0.8863499782095098
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-06-09,14,0,0,0,376.9761111111111,12.110277777777778,0.0,9.589722222222223,42.59361111111111,10.370000000000001,8.342222222222222,54.863055555555555,24.684166666666666,0.0,0.0,4.0,10.0,2050.0,376.9761111111111,459.9819444444444,79.54722222222222,581.0000000000001,539.5291666666667,0.0,0.0,41.47083333333342,459.16239899127146,0.8195454531729808
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-06-16,14,0,0,0,376.1247222222222,8.713333333333335,1.0127777777777778,9.487777777777778,0.0,11.54861111111111,7.570555555555556,50.12083333333333,24.204444444444444,0.0,0.0,4.0,10.0,2050.0,376.1247222222222,413.4449999999999,75.33805555555554,581.0000000000001,488.7830555555554,0.0,0.0,92.21694444444472,412.53526660808024,0.9097333919196563
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-06-23,13,1,0,0,454.25666666666666,7.575555555555555,0.0,12.570833333333333,0.0,16.376944444444444,11.118055555555555,60.30777777777778,29.936944444444443,0.0,0.0,3.0,10.0,2050.0,454.25666666666666,501.8980555555556,90.24472222222222,539.5,592.1427777777778,0.0,0.0,-52.64277777777784,500.99297799719795,0.9050775583576346
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-06-30,14,1,2,1,362.50166666666667,35.50000000000001,0.7566666666666666,32.028333333333336,0.0,14.689166666666667,10.661944444444446,53.68638888888889,27.035555555555558,0.0,0.0,4.0,10.0,2050.0,362.50166666666667,455.38111111111107,81.4786111111111,581.0000000000001,536.8597222222222,0.0,0.0,44.1402777777779,454.5850709201111,0.7960401909999684
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-07-07,13,1,0,0,377.1372222222222,19.717222222222222,2.2675,9.405833333333332,0.0,8.496666666666666,9.801666666666666,50.980000000000004,24.85194444444444,0.0,0.0,3.0,10.0,1640.0,377.1372222222222,424.5586111111111,78.09944444444444,539.5,502.6580555555555,0.0,0.0,36.84194444444449,423.6703068526361,0.8883042584749783
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-07-14,13,0,0,0,372.2972222222222,14.022777777777778,0.0,10.245833333333334,0.0,10.631666666666666,7.5,50.26027777777777,24.543888888888887,0.0,0.0,3.0,10.0,1640.0,372.2972222222222,414.6975,74.80416666666666,539.5,489.50166666666667,0.0,0.0,49.998333333333335,413.79974387120194,0.8977561287980328
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-07-21,13,0,0,0,414.425,8.887222222222222,0.0,10.055277777777778,0.0,13.35388888888889,10.110555555555555,55.17888888888889,27.1625,0.0,0.0,3.0,10.0,1640.0,414.425,456.8319444444445,82.3413888888889,539.5,539.1733333333334,0.0,0.0,0.32666666666659694,455.9247727699593,0.9071716744852075
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-07-28,13,0,0,0,366.51944444444445,8.11888888888889,0.0,10.271666666666667,0.0,25.11916666666667,8.024722222222222,48.12777777777778,23.355833333333333,0.0,0.0,3.0,10.0,1640.0,366.51944444444445,418.0538888888889,71.48361111111112,539.5,489.5375,0.0,0.0,49.96249999999998,417.17716114113705,0.8767277477518183
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-08-04,13,0,0,0,357.14194444444445,14.324166666666667,0.0,8.540555555555557,0.0,14.175,10.3625,45.12861111111111,22.827222222222222,0.0,0.0,3.0,10.0,1640.0,357.14194444444445,404.5441666666667,67.95583333333333,539.5,472.5,0.0,0.0,67.0,403.6613410721532,0.8828255945134407
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-08-11,12,1,0,1,360.7683333333333,19.246388888888887,0.9211111111111112,5.874722222222222,0.0,13.614722222222222,6.897222222222222,43.07083333333333,20.580555555555556,0.0,0.0,2.0,10.0,1640.0,360.7683333333333,406.40138888888885,64.5725,498.00000000000006,470.97388888888884,0.0,0.0,27.02611111111122,405.5136745670464,0.8877143218424588
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-08-18,12,0,0,0,391.63111111111107,7.808333333333334,1.5358333333333334,6.276388888888889,0.0,11.271388888888888,7.5008333333333335,42.08166666666667,20.864444444444445,0.0,0.0,2.0,10.0,1640.0,391.63111111111107,424.48805555555555,64.48194444444445,498.00000000000006,488.97,0.0,0.0,9.03000000000003,423.56545925164176,0.9225963039137993
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-08-25,12,0,0,0,366.84916666666663,24.05083333333333,1.4933333333333332,6.955555555555556,0.0,16.183333333333334,6.7908333333333335,41.922222222222224,19.38388888888889,0.0,0.0,2.0,10.0,1640.0,366.84916666666663,420.82972222222224,62.79944444444445,498.00000000000006,483.6291666666667,0.0,0.0,14.370833333333337,419.95799394996646,0.8717282722558014
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-09-01,13,0,1,1,364.4483333333333,6.8630555555555555,1.0002777777777778,16.278055555555557,77.33722222222222,18.358333333333334,7.592777777777778,42.120555555555555,20.39611111111111,0.0,0.0,3.0,10.0,2050.0,364.4483333333333,490.8777777777778,63.51694444444444,539.5,554.3947222222222,0.0,0.0,-14.894722222222185,490.1353356672728,0.742442110504991
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-09-08,3,11,1,0,365.9480555555555,23.88861111111111,3.4699999999999998,12.92,105.99305555555556,15.467777777777778,9.918888888888889,51.644999999999996,24.66138888888889,0.0,0.0,-7.0,10.0,2050.0,365.9480555555555,534.1363888888889,79.77638888888889,124.50000000000001,613.9127777777777,0.0,0.0,-489.4127777777777,533.4512678913908,0.6851209974980381
SG,CHINESE_CANTONESE,Content Reviewer,2023,2023-09-15,1,2,0,0,2.0116666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,10.0,2050.0,2.0116666666666667,2.0116666666666667,0.0,41.5,2.0116666666666667,0.0,0.0,39.48833333333333,1.0116666666666667,1.0
SG,CHINESE_CANTONESE,QA,2022,2022-07-01,3,0,0,0,1.4136111111111112,3.520555555555555,0.0,3.993611111111111,0.0,0.0,0.0,1.0069444444444444,0.0,0.0,0.0,1.0,2.0,328.0,1.4136111111111112,8.927777777777777,1.0069444444444444,124.50000000000001,9.934722222222222,0.0,0.0,114.5652777777778,8.769439258798313,0.15833851897946485
SG,CHINESE_CANTONESE,QA,2022,2022-07-08,3,0,0,0,10.931666666666667,10.351111111111111,0.0,48.11277777777778,0.0,0.6888888888888889,1.2530555555555556,8.108333333333334,0.7497222222222222,0.0,0.0,1.0,2.0,328.0,10.931666666666667,71.3375,8.858055555555556,124.50000000000001,80.19555555555556,0.0,0.0,44.30444444444446,71.18426128730799,0.15323871269201564
SG,CHINESE_CANTONESE,QA,2022,2022-07-15,3,0,0,2,17.81138888888889,20.318333333333335,0.0,46.06916666666667,0.0,0.0,0.7594444444444445,8.40861111111111,0.7308333333333332,0.0,0.0,1.0,2.0,328.0,17.81138888888889,84.95833333333334,9.139444444444443,124.50000000000001,94.0977777777778,0.0,0.0,30.40222222222222,84.74868481281675,0.20964852051659308
