City,Market,Role,Shift Date,Year,Month,Day,is_holiday,holiday_eve_1,holiday_eve_2,post_holiday_1,post_holiday_2,WeekOfDay_0,WeekOfDay_1,WeekOfDay_2,WeekOfDay_3,WeekOfDay_4,WeekOfDay_5,WeekOfDay_6,Off Hours,available Hours,break Hours,coaching Hours,fb_training Hours,meal Hours,non-fb-training Hours,onboarding Hours,team_meeting Hours,wellness_support Hours,ActiveCount,NHires,NFires,annual_leave_value,toil_leave_value,Required FTE,Prod Max Billable Hrs,Excess FTE
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-11,2022,1,11,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,109.55055555555556,6.8180555555555555,3.0116666666666667,3.874722222222222,14.928333333333333,0.0,0.0,3.296111111111111,3.7755555555555556,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-12,2022,1,12,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,139.45777777777778,8.550833333333333,3.1108333333333333,9.088055555555556,18.884722222222223,0.0,0.0,1.7658333333333334,4.567222222222222,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-13,2022,1,13,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,126.14111111111112,7.058333333333334,5.765833333333333,1.81,16.938055555555554,0.0,0.0,4.677222222222222,2.325,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-14,2022,1,14,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,116.40583333333333,7.421666666666667,3.8655555555555554,2.365277777777778,15.965833333333332,0.0,0.0,3.016111111111111,6.0024999999999995,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-15,2022,1,15,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,123.7311111111111,8.225,0.8055555555555556,0.0,17.975,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-16,2022,1,16,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,118.0425,7.003888888888889,2.8841666666666668,1.0158333333333334,14.834444444444443,0.0,0.0,0.7380555555555556,0.7627777777777778,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-17,2022,1,17,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,111.88416666666667,6.868055555555555,3.9755555555555557,3.497777777777778,15.00361111111111,0.0,0.0,5.275277777777778,0.0,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-18,2022,1,18,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,111.5111111111111,7.050833333333333,3.456388888888889,3.6266666666666665,14.455833333333333,0.0,0.0,5.020555555555555,2.2463888888888888,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-19,2022,1,19,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,118.57138888888889,6.657777777777778,3.6425,4.515,16.0425,0.0,0.0,6.516944444444444,0.6316666666666667,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-20,2022,1,20,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,95.01777777777778,6.367222222222222,4.203055555555555,1.7980555555555555,13.166666666666666,0.0,0.0,4.775,1.6391666666666667,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-21,2022,1,21,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,111.67888888888889,6.788888888888889,3.4816666666666665,0.7594444444444445,14.937222222222223,0.0,0.0,3.581944444444445,5.089166666666666,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-22,2022,1,22,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,118.70388888888888,7.554722222222222,0.9450000000000001,7.43,16.21388888888889,0.0,0.0,0.0,3.703611111111111,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-23,2022,1,23,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,117.27416666666667,6.134722222222222,2.2325,1.7608333333333333,14.839166666666667,0.0,0.0,1.3533333333333333,1.5038888888888888,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-24,2022,1,24,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,104.66277777777778,6.410833333333334,4.3025,1.4980555555555555,14.044166666666666,0.0,0.0,4.112222222222222,2.253888888888889,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-25,2022,1,25,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,110.12166666666667,6.8997222222222225,4.245555555555556,0.0,14.9825,0.0,0.0,6.721388888888889,2.3427777777777776,26,0,0,0.0,0.0,17.0,2788.0,9.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-26,2022,1,26,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,117.59611111111111,7.405,2.3308333333333335,1.9933333333333332,15.825555555555555,0.0,0.0,9.890555555555556,1.4983333333333333,25,0,1,0.0,0.0,17.0,2788.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-27,2022,1,27,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,126.67777777777778,7.800833333333333,5.334722222222222,2.278888888888889,17.243333333333332,0.0,0.0,4.245,1.4994444444444444,25,0,0,0.0,0.0,17.0,2788.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-28,2022,1,28,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,110.17861111111111,6.551944444444445,3.7391666666666667,2.249722222222222,14.989166666666666,0.0030555555555555557,0.0,2.7875,5.213888888888889,25,0,0,0.0,0.0,17.0,2788.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-29,2022,1,29,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,71.76805555555556,3.3027777777777776,0.20916666666666667,0.0,6.986111111111111,0.0,0.0,0.0,1.9955555555555555,25,0,0,0.0,0.0,17.0,2788.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-30,2022,1,30,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0.0,92.45583333333333,5.3869444444444445,2.4355555555555557,1.968611111111111,11.909722222222221,0.0,0.0,0.7058333333333333,1.5966666666666667,25,0,0,0.0,0.0,17.0,2788.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-01-31,2022,1,31,0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0.0,76.52777777777777,5.046111111111111,2.0869444444444443,17.689166666666665,11.648055555555555,0.0,0.0,3.493888888888889,5.97,25,0,0,0.0,0.0,17.0,2788.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-01,2022,2,1,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,103.56027777777778,7.408888888888889,2.591388888888889,11.126388888888888,14.932222222222222,0.0,0.0,2.6830555555555557,8.668333333333333,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-02,2022,2,2,1,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0.0,96.17194444444445,6.683055555555556,2.8802777777777777,15.703611111111112,13.947222222222223,0.0,0.0,2.055277777777778,0.0,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-03,2022,2,3,0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0.0,112.35722222222222,7.266388888888889,4.638888888888889,1.2908333333333333,15.0925,0.0,0.0,3.9808333333333334,1.9419444444444445,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-04,2022,2,4,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0.0,106.45944444444444,6.4975,1.8225000000000002,2.6416666666666666,14.006388888888889,0.0,0.0,2.4291666666666667,2.243888888888889,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-05,2022,2,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,85.21416666666667,5.335555555555556,0.6755555555555556,4.193333333333333,11.048055555555555,0.0,0.0,0.4386111111111111,0.7438888888888889,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-06,2022,2,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,121.26388888888889,7.253611111111112,3.3497222222222223,3.0475,15.9525,0.0,0.0,2.3016666666666667,2.884444444444444,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-07,2022,2,7,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,112.91694444444444,7.219444444444444,5.9158333333333335,0.0,14.983611111111111,0.0,0.0,3.7291666666666665,3.0027777777777778,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-08,2022,2,8,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,110.84666666666666,6.9425,3.1433333333333335,5.329166666666667,15.062222222222221,0.0,0.0,2.318888888888889,3.190833333333333,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-09,2022,2,9,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,132.37472222222223,8.230277777777777,3.0475,6.7363888888888885,18.174722222222222,0.0,0.0,3.371666666666667,3.9672222222222224,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-10,2022,2,10,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,119.72,8.223888888888888,3.8805555555555555,0.010277777777777778,15.21888888888889,0.0,0.0,4.650833333333333,1.4397222222222221,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-11,2022,2,11,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,71.78916666666666,4.368055555555555,1.9177777777777778,0.0,8.86138888888889,0.0,0.0,1.5722222222222224,0.6972222222222222,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-12,2022,2,12,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,111.55888888888889,6.796944444444445,0.575,0.0,14.058055555555557,0.0,0.0,0.0,2.187222222222222,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-13,2022,2,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,124.9588888888889,7.161111111111111,3.2002777777777776,1.0591666666666666,16.126944444444444,0.0,0.0,2.3252777777777776,1.4780555555555555,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-14,2022,2,14,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,88.345,4.921944444444445,13.576944444444445,1.6722222222222223,12.308611111111112,0.0,0.0,3.71,2.444166666666667,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-15,2022,2,15,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,129.26361111111112,8.366111111111111,4.773055555555556,8.904444444444444,18.13138888888889,0.0,0.0,2.697222222222222,3.830277777777778,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-16,2022,2,16,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,124.59583333333333,7.754444444444444,3.416111111111111,7.73,17.114166666666666,0.0,0.0,2.0375,3.641388888888889,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-17,2022,2,17,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,131.98666666666668,7.929444444444444,5.642222222222222,0.4344444444444444,17.011944444444445,0.0,0.0,3.163333333333333,2.6105555555555555,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-18,2022,2,18,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,96.00583333333333,4.937222222222222,2.890277777777778,0.0,11.910277777777777,0.0,0.0,2.044722222222222,0.7547222222222223,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-19,2022,2,19,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,104.62444444444445,6.29,1.6247222222222222,0.0,11.926944444444445,0.0,0.0,0.0,0.7433333333333333,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-20,2022,2,20,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,108.8625,6.575555555555556,4.018611111111111,0.28194444444444444,13.851944444444444,0.0,0.0,1.0022222222222221,1.53,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-21,2022,2,21,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,104.29805555555555,6.638055555555555,5.469444444444444,0.9361111111111111,13.974722222222221,0.0,0.0,3.9116666666666666,2.9402777777777778,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-22,2022,2,22,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,115.5013888888889,7.067777777777778,3.1930555555555555,5.179166666666667,15.398333333333333,0.0,0.0,2.6913888888888886,6.82,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-23,2022,2,23,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,119.06444444444445,7.278611111111111,3.404166666666667,5.062777777777778,17.182222222222222,0.0,0.0,11.835833333333333,2.142777777777778,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-24,2022,2,24,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,130.77027777777778,7.415555555555556,5.46,0.017777777777777778,17.02027777777778,0.0,0.0,10.282777777777778,0.6838888888888889,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-25,2022,2,25,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,77.84444444444445,3.4655555555555555,2.343611111111111,0.0,9.969999999999999,0.0,0.0,1.6933333333333334,0.7563888888888889,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-26,2022,2,26,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,69.90388888888889,4.023333333333333,0.7883333333333333,0.0,7.934722222222223,0.0,0.0,0.0,2.0875,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-27,2022,2,27,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,123.65861111111111,6.855555555555556,3.388611111111111,2.1838888888888888,15.969444444444445,0.0,0.0,1.3544444444444443,2.258888888888889,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-02-28,2022,2,28,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,88.99416666666667,5.861388888888889,3.5211111111111113,1.5208333333333335,11.967222222222222,0.0,0.0,3.0869444444444443,2.9583333333333335,25,0,0,0.0,0.0,17.0,1968.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-01,2022,3,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,107.735,6.401111111111111,13.338055555555554,6.674444444444444,15.0725,0.0,0.0,2.091388888888889,2.408333333333333,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-02,2022,3,2,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,113.46555555555555,6.561944444444444,4.709722222222222,10.997777777777777,14.872777777777777,0.002777777777777778,0.0,1.4738888888888888,5.618611111111111,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-03,2022,3,3,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,110.70472222222223,7.3533333333333335,5.32,6.144166666666667,16.134722222222223,0.0,0.0,4.279166666666667,1.4819444444444443,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-04,2022,3,4,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,89.64472222222223,5.941666666666666,5.143611111111111,2.1422222222222222,11.890555555555556,0.0,0.0,3.408888888888889,0.0,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-05,2022,3,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,94.07166666666667,5.806388888888889,3.4052777777777776,0.5680555555555555,11.897777777777778,0.0,0.0,0.0,0.1688888888888889,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-06,2022,3,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,131.3625,7.435277777777777,3.67,1.96,17.07361111111111,0.0,0.0,1.6372222222222224,1.4930555555555554,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-07,2022,3,7,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,118.94333333333333,7.246111111111111,6.0075,0.9786111111111111,15.943888888888889,0.0,0.0,3.727777777777778,3.944722222222222,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-08,2022,3,8,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,112.17666666666666,6.990555555555556,3.366111111111111,5.169444444444444,13.852777777777778,0.0,0.0,2.65,3.598888888888889,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-09,2022,3,9,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,121.3425,7.6625,4.325833333333334,8.99388888888889,16.49111111111111,0.0,0.0,1.2769444444444444,6.094444444444444,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-10,2022,3,10,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,118.4425,7.3180555555555555,7.858333333333333,0.4905555555555555,16.176666666666666,0.0,0.0,4.109166666666667,0.0,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-11,2022,3,11,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,111.27722222222222,7.096388888888889,5.325555555555555,2.0502777777777776,13.081111111111111,0.0,0.0,4.254444444444444,1.343888888888889,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-12,2022,3,12,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,111.5475,6.356388888888889,2.0966666666666667,0.5041666666666667,11.924722222222222,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-13,2022,3,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,112.93277777777777,6.951666666666666,2.7241666666666666,2.6391666666666667,15.290277777777778,0.0,0.0,1.1905555555555556,3.1125,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-14,2022,3,14,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,108.27222222222223,5.976111111111111,5.106944444444444,1.1347222222222222,14.9575,0.0,0.0,3.841944444444444,7.532222222222222,25,0,0,0.0,0.0,17.0,2460.0,8.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-15,2022,3,15,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,96.6511111111111,6.098055555555556,4.035,2.8208333333333333,12.802777777777777,0.0,0.0,2.5116666666666667,3.68,24,0,1,0.0,0.0,17.0,2460.0,7.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-16,2022,3,16,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,120.30833333333334,7.826944444444444,6.2225,8.184166666666666,16.2175,0.0,0.0,4.3925,1.5272222222222223,24,0,0,0.0,0.0,17.0,2460.0,7.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-17,2022,3,17,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,112.2713888888889,7.710833333333333,6.7275,0.0,16.058611111111112,0.0,0.0,8.478333333333333,1.5122222222222221,24,0,0,0.0,0.0,17.0,2460.0,7.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-18,2022,3,18,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,98.46861111111112,6.394166666666667,5.235555555555556,0.0,13.125,0.0,0.0,3.3569444444444443,0.0,24,0,0,0.0,0.0,17.0,2460.0,7.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-19,2022,3,19,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,92.40833333333333,5.416944444444445,3.2280555555555557,0.0016666666666666668,10.10361111111111,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,17.0,2460.0,7.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-20,2022,3,20,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,115.35444444444444,6.991944444444444,3.626388888888889,0.0,15.353333333333333,0.0033333333333333335,0.0,1.458611111111111,3.060277777777778,23,0,1,0.0,0.0,17.0,2460.0,6.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-21,2022,3,21,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,104.72166666666666,6.446111111111112,5.2716666666666665,0.17472222222222222,14.115,0.0,0.0,3.665277777777778,6.102222222222222,23,0,0,0.0,0.0,17.0,2460.0,6.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-22,2022,3,22,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,97.95944444444444,6.263055555555556,3.1819444444444445,4.108888888888889,12.919166666666667,0.0,0.0,2.089444444444444,2.2391666666666667,23,0,0,0.0,0.0,17.0,2460.0,6.0
SG,CHINESE_CANTONESE,Content Reviewer,2022-03-23,2022,3,23,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,105.31138888888889,7.485833333333333,5.33,7.703333333333333,14.201944444444445,0.5119444444444444,0.0,1.208611111111111,5.349722222222223,23,0,0,0.0,0.0,17.0,2460.0,6.0
